球员,出场数,上场总时间（min）,投篮率,命中次数,出手次数,三分投球率,三分命中次数,三分出手次数,罚球率,罚球命中次数,罚球出手次数,篮板数,助攻次数,抢断次数,盖帽次数,失误次数,犯规次数,生涯总得分
史蒂夫-布雷克,53,1076,0.3980 ,88,221,0.388,52,134,0.7,14,20,104,134,25,6,53,72,242
亚历山大-帕夫洛维奇,52,861,0.3860 ,95,246,0.333,27,81,0.533,24,45,82,38,26,6,45,94,241
吉姆-皮特森,46,788,0.4850 ,97,200,0,0,0,0.662,47,71,207,37,17,17,33,132,241
迈克·布朗,44,703,0.4410 ,79,179,0,0,0,0.79,83,105,163,23,8,5,40,109,241
迈尔斯-特纳,22,653,0.4850 ,99,204,0.257,9,35,0.694,34,49,133,16,11,39,32,78,241
Chico0Vaughn,27,631,0.4340 ,98,226,0,0,0,0.721,44,61,62,62,0,0,0,91,240
大卫-李,43,666,0.4900 ,101,206,0,0,1,0.667,38,57,189,43,14,8,30,77,240
安东尼-帕克,22,767,0.4340 ,76,175,0.407,33,81,0.794,54,68,88,30,22,7,22,46,239
杰克-乔治,22,776,0.3850 ,87,226,0,0,0,0.753,64,85,96,92,0,0,0,60,238
诺曼-鲍威尔,41,613,0.4080 ,87,213,0.36,31,86,0.846,33,39,78,31,27,5,23,55,238
德尼斯-沃特雷,61,1033,0.5140 ,91,177,0,0,0,0.585,55,94,251,88,0,0,0,144,237
海伍德-沃克曼,41,892,0.3560 ,80,225,0.234,11,47,0.846,66,78,85,167,44,1,63,97,237
肯巴-沃克,11,414,0.3940 ,82,208,0.388,26,67,0.887,47,53,36,52,17,7,27,16,237
Dick0Garrett,26,641,0.5020 ,103,205,0,0,0,0.833,30,36,55,46,0,0,0,75,236
奥尔登-波利尼斯,37,770,0.5470 ,105,192,0.5,1,2,0.543,25,46,221,12,15,22,29,112,236
本诺-尤德里,53,597,0.3880 ,90,232,0.26,19,73,0.804,37,46,54,64,17,1,39,57,236
达夫-斯托沃茨,40,579,0.4000 ,92,230,0,0,0,0.765,52,68,137,36,0,0,0,79,236
史蒂夫-霍伊斯,32,712,0.4640 ,96,207,0,0,0,0.824,42,51,175,71,23,9,0,86,235
邓台-琼斯,74,621,0.4480 ,78,174,0.294,10,34,0.812,69,85,79,19,20,7,26,92,235
钱德勒-帕森斯,13,524,0.4370 ,93,213,0.363,29,80,0.69,20,29,86,38,5,4,24,39,235
马基夫-莫里斯,24,612,0.4190 ,88,210,0.316,18,57,0.82,41,50,141,37,17,25,29,77,235
艾利克斯-戈洛加,9,0,0.5440 ,80,147,0,0,0,0.804,74,92,0,14,0,0,0,35,234
弗兰克-布里克考斯基,37,590,0.5140 ,93,181,0.28,7,25,0.635,40,63,122,39,22,10,50,114,233
格雷格-福斯特,67,866,0.4250 ,94,221,0.333,5,15,0.784,40,51,156,20,8,15,40,149,233
简奈罗-帕戈,41,549,0.3620 ,83,229,0.367,40,109,0.711,27,38,56,62,25,3,33,63,233
米切尔-威金斯,29,539,0.4950 ,105,212,0,0,3,0.742,23,31,93,34,19,3,34,55,233
萨鲁纳斯-马修利奥尼斯,17,440,0.4690 ,75,160,0.238,5,21,0.821,78,95,39,61,24,2,28,40,233
Bones0McKinney,23,0,0.3060 ,82,268,0,0,0,0.708,68,96,0,25,0,0,0,82,232
康尼尔-霍金斯,12,500,0.3950 ,83,210,0,0,0,0.815,66,81,137,57,0,0,0,35,232
西奥-拉特里夫,44,873,0.4970 ,89,179,0,0,0,0.643,54,84,188,18,20,67,37,121,232
Em0Bryant,27,758,0.3880 ,88,227,0,0,0,0.797,55,69,111,70,0,0,0,104,231
托尼-巴蒂,56,909,0.4930 ,104,211,0,0,3,0.55,22,40,216,21,14,50,21,122,230
雷-兰普,38,0,0.3070 ,75,244,0,0,0,0.823,79,96,0,57,0,0,0,119,229
唐-布斯,35,940,0.3990 ,89,223,0,0,0,0.714,40,56,91,125,37,6,36,60,227
泰伦斯-琼斯,25,573,0.4380 ,91,208,0.136,3,22,0.609,42,69,133,26,13,16,19,46,227
萨姆-文森特,52,546,0.3610 ,82,227,0.125,1,8,0.795,62,78,46,87,16,4,47,54,227
罗恩-布鲁尔,16,411,0.4820 ,92,191,0,0,0,0.695,41,59,24,32,8,16,21,30,226
阿尔文-威廉姆斯,18,683,0.3960 ,93,235,0.31,13,42,0.722,26,36,59,78,21,10,24,46,225
马特-盖革,37,531,0.4680 ,87,186,0,0,1,0.823,51,62,136,18,18,9,26,90,225
T.J.0Ford,18,436,0.4570 ,86,188,0.375,9,24,0.878,43,49,53,91,15,2,42,37,224
迪克-施耐德,31,572,0.4160 ,97,233,0,0,0,0.732,30,41,50,49,0,0,0,55,224
阿尔文-斯科特,61,878,0.4270 ,88,206,0,0,0,0.653,47,72,149,78,29,51,52,77,224
埃东多-纳胡拉,59,929,0.4430 ,85,192,0.294,5,17,0.75,48,64,186,31,31,9,34,142,223
布兰登-詹宁斯,25,566,0.3720 ,80,215,0.238,20,84,0.796,43,54,49,65,19,5,28,38,223
约翰-朗,23,534,0.3990 ,87,218,0.182,2,11,0.959,47,49,35,24,28,2,28,54,223
埃里克-曼尼,20,505,0.4570 ,96,210,0,0,0,0.789,30,38,42,93,23,1,0,62,222
肯尼-托马斯,23,690,0.5290 ,90,170,0,0,0,0.677,42,62,183,31,17,7,36,86,222
莫里斯-皮特森,33,745,0.4570 ,85,186,0.387,29,75,0.767,23,30,87,36,20,8,24,79,222
吉姆·克莱蒙斯,27,667,0.3960 ,91,230,0,0,0,0.848,39,46,89,89,0,0,0,50,221
埃里克-威廉姆斯,26,797,0.4400 ,80,182,0.378,17,45,0.772,44,57,102,38,34,4,23,95,221
德肖恩-史蒂文森,42,746,0.3270 ,70,214,0.353,47,133,0.791,34,43,60,42,20,5,25,65,221
乔恩-考恩凯克,53,1028,0.4460 ,75,168,0,0,0,0.648,70,108,207,39,27,47,29,171,220
丹尼-杨,53,710,0.4300 ,80,186,0.322,19,59,0.816,40,49,64,119,32,4,37,59,219
埃尔斯通-特纳,43,735,0.4850 ,97,200,0.75,3,4,0.636,21,33,130,86,33,2,35,79,218
查基-布朗,41,651,0.4690 ,83,177,0.4,2,5,0.714,50,70,116,19,15,7,21,74,218
保罗-纽曼恩,29,608,0.3920 ,76,194,0,0,0,0.765,65,85,61,82,0,0,0,87,217
奥利弗-米勒,49,727,0.5590 ,90,161,0,0,5,0.544,37,68,181,66,27,76,60,119,217
迈克尔-比斯利,25,465,0.4230 ,90,213,0.385,10,26,0.675,27,40,114,16,8,8,34,43,217
雷吉-威廉姆斯,24,538,0.3730 ,79,212,0.369,24,65,0.814,35,43,88,57,14,13,36,72,217
伊安-马辛米,67,796,0.5270 ,77,146,0,0,0,0.614,62,101,171,19,19,50,43,150,216
文森特-艾斯丘,50,707,0.3980 ,76,191,0.345,10,29,0.684,54,79,96,59,21,9,42,95,216
艾尔·塞尔维,27,0,0.3140 ,50,159,0,0,0,0.866,116,134,0,106,0,0,0,102,216
达夫-塔沃德兹克,25,559,0.5520 ,74,134,0,0,0,0.8,68,85,39,62,30,2,0,79,216
里克-罗比,53,610,0.4480 ,87,194,0,0,3,0.538,42,78,139,29,13,11,44,107,216
沃尔特-威廉姆斯,35,584,0.4040 ,76,188,0.371,36,97,0.73,27,37,85,40,14,16,32,77,215
维克多-奥拉迪波,12,441,0.3940 ,74,188,0.354,29,82,0.766,36,47,86,52,24,6,30,28,213
凯文-库内特,23,615,0.4670 ,91,195,0,0,0,0.566,30,53,176,27,7,21,0,95,212
奥斯汀-凯尔,18,425,0.4260 ,87,204,0,0,0,0.691,38,55,41,41,10,5,0,50,212
马特-马龙尼,21,691,0.3880 ,71,183,0.375,48,128,0.733,22,30,27,68,12,5,42,42,212
德怀特-琼斯,33,625,0.4680 ,80,171,0,0,0,0.817,49,60,156,33,15,12,0,75,209
德斯蒙德-梅森,16,607,0.4140 ,77,186,0.111,1,9,0.73,54,74,97,26,14,8,23,45,209
特洛伊-哈德森,14,383,0.3890 ,68,175,0.362,17,47,0.933,56,60,25,48,9,0,27,12,209
阿隆-阿弗拉罗,35,642,0.4240 ,81,191,0.258,16,62,0.775,31,40,61,42,10,6,23,65,209
约翰-贾内利,31,776,0.4340 ,82,189,0,0,0,0.721,44,61,173,40,0,0,0,81,208
达尔文-库克,25,525,0.3860 ,86,223,0.24,6,25,0.652,30,46,54,82,30,4,46,70,208
杰夫-福斯特,53,893,0.5560 ,84,151,0.4,2,5,0.661,37,56,293,35,28,29,39,111,207
埃尔摩尔-史密斯,13,387,0.5000 ,86,172,0,0,0,0.654,34,52,118,8,17,25,0,53,206
杰夫-威尔金斯,24,478,0.4600 ,81,176,0,0,1,0.772,44,57,115,18,4,12,26,65,206
欧迪-斯皮尔斯,32,0,0.3150 ,74,235,0,0,0,0.637,58,91,0,44,0,0,0,114,206
达夫-梅耶斯,19,528,0.4360 ,75,172,0,0,0,0.629,56,89,123,51,17,17,0,65,206
贾马尔-穆雷,10,354,0.4390 ,79,180,0.344,21,61,0.839,26,31,35,43,14,1,19,17,205
阿尔尼-菲林,29,0,0.3380 ,71,210,0,0,0,0.685,63,92,0,67,0,0,0,113,205
鲍伯-威尔克森,22,679,0.3910 ,86,220,0,0,0,0.64,32,50,113,107,27,6,42,75,204
乔-艾利斯,38,575,0.3070 ,83,270,0,0,0,0.692,36,52,131,23,0,0,0,75,202
鲍伯-霍伯雷葛斯,23,468,0.4240 ,67,158,0,0,0,0.739,68,92,135,36,0,0,0,55,202
Bud0Palmer,14,0,0.3880 ,76,196,0,0,0,0.721,49,68,0,14,0,0,0,56,201
宾高-史密斯,18,470,0.4070 ,88,216,0,0,0,0.893,25,28,54,35,14,4,0,48,201
拉方索-艾利斯,16,513,0.4670 ,77,165,0.429,3,7,0.71,44,62,111,26,10,14,24,59,201
豪威尔-达尔玛,25,0,0.2270 ,68,300,0,0,0,0.684,65,95,0,57,0,0,0,92,201
马克-伊瓦罗尼,43,721,0.5030 ,76,151,0.25,1,4,0.716,48,67,132,59,17,15,49,126,201
卡洛斯-德尔菲诺,41,635,0.3730 ,72,193,0.337,34,101,0.846,22,26,89,49,18,4,33,55,200
安格洛-穆西,25,0,0.2520 ,77,306,0,0,0,0.746,44,59,0,16,0,0,0,58,198
迈克-盖尔,28,690,0.4160 ,84,202,0,0,0,0.725,29,40,75,122,37,10,0,65,198
昆西-庞德塞特,34,615,0.4660 ,69,148,0.408,29,71,0.682,30,44,76,28,23,2,15,60,197
吉姆-福克斯,30,504,0.3930 ,72,183,0,0,0,0.718,51,71,183,33,0,0,0,62,195
马翰默德-劳夫,15,415,0.3690 ,69,187,0.286,14,49,0.956,43,45,23,35,7,1,22,37,195
法布里希奥-奥博托,46,802,0.6030 ,85,141,0,0,1,0.615,24,39,179,35,15,12,28,111,194
泰勒-汉斯布鲁,44,646,0.3610 ,65,180,0,0,0,0.688,64,93,135,20,19,4,36,92,194
厄尔-博伊金斯,15,413,0.3890 ,74,190,0.225,9,40,0.837,36,43,24,58,13,2,18,25,193
安德鲁-朗,42,683,0.4440 ,68,153,0,0,1,0.77,57,74,135,12,15,50,39,112,193
斯宾塞-霍伊斯,34,551,0.4490 ,79,176,0.389,7,18,0.737,28,38,138,39,7,18,30,63,193
乔-克莱恩,50,592,0.5150 ,84,163,0.2,1,5,0.793,23,29,133,18,11,15,26,103,192
阿隆-贝恩斯,52,695,0.5000 ,76,152,0.448,13,29,0.75,27,36,189,25,10,14,27,93,192
拉蒙-塞申斯,22,593,0.3750 ,69,184,0.28,14,50,0.722,39,54,60,66,8,2,32,41,191
亚当-基费,64,676,0.5450 ,73,134,0.5,1,2,0.652,43,66,150,19,20,9,28,83,190
乔纳森-西蒙斯,23,371,0.4460 ,74,166,0.354,17,48,0.657,23,35,37,33,11,2,14,36,188
Dave0Greenwood,22,538,0.5570 ,83,149,0,0,2,0.583,21,36,115,22,21,11,26,70,187
戈登-吉里塞克,29,611,0.4240 ,70,165,0.444,20,45,0.871,27,31,57,26,7,3,38,67,187
托德-麦克洛奇,43,517,0.5310 ,78,147,0,0,0,0.66,31,47,142,18,5,30,27,67,187
普维斯-绍特,18,361,0.4240 ,72,170,0,0,5,0.878,43,49,51,29,13,2,26,49,187
费斯图斯-艾泽里,55,518,0.5300 ,70,132,0,0,0,0.5,47,94,153,16,5,24,38,83,187
威利-格林,36,537,0.4180 ,74,177,0.256,11,43,0.711,27,38,46,32,12,5,22,60,186
布莱恩特-斯蒂奇,15,498,0.4480 ,60,134,0.143,1,7,0.823,65,79,65,33,12,3,14,30,186
查克-诺贝尔,29,591,0.3240 ,79,244,0,0,0,0.778,28,36,63,86,0,0,0,71,186
拉里-斯蒂尔,27,525,0.4240 ,67,158,0,0,0,0.823,51,62,64,39,26,2,0,60,185
斯里克-沃茨,17,522,0.4460 ,79,177,0,0,0,0.519,27,52,58,120,43,7,0,66,185
卢克-理查德-巴莫特,32,767,0.4180 ,66,158,0.216,8,37,0.667,44,66,119,23,23,8,23,57,184
温斯顿-加兰,20,516,0.4130 ,71,172,0.25,1,4,0.911,41,45,66,60,29,2,37,58,184
特里-弗尔诺,16,310,0.4900 ,74,151,0,0,0,0.947,36,38,42,34,8,2,0,18,184
沃尔特-迈卡蒂,46,743,0.4570 ,69,151,0.348,32,92,0.722,13,18,105,37,17,9,20,76,183
科里-马盖蒂,12,292,0.4670 ,57,122,0.333,8,24,0.91,61,67,87,17,7,5,26,39,183
贾莱德-杜德利,33,616,0.4350 ,60,138,0.432,38,88,0.641,25,39,79,49,34,9,18,64,183
雷克斯-查普曼,13,394,0.4190 ,65,155,0.375,27,72,0.722,26,36,28,28,8,0,22,30,183
托比亚斯-哈里斯,12,443,0.4500 ,68,151,0.413,19,46,0.871,27,31,116,48,11,7,18,29,182
托尼-加洛斯,30,0,0.2870 ,66,230,0,0,0,0.731,49,67,0,21,0,0,0,73,181
约翰-巴格莱,19,546,0.4340 ,72,166,0.125,1,8,0.706,36,51,47,142,23,2,61,33,181
安德雷-布拉奇,27,427,0.4760 ,68,143,0,0,3,0.733,44,60,121,14,10,11,21,53,180
杜恩-费雷尔,34,468,0.4220 ,62,147,0.333,3,9,0.688,53,77,73,37,9,5,25,60,180
特里-卡特利奇,19,436,0.4320 ,73,169,0,0,1,0.576,34,59,106,7,9,9,23,48,180
萨穆埃尔-戴勒姆波特,25,661,0.5000 ,72,144,0,0,0,0.632,36,57,230,8,9,36,31,78,180
阿兰-亨德森,36,512,0.5470 ,70,128,0,0,1,0.714,40,56,101,11,7,10,24,76,180
唐-柯基斯,13,358,0.4420 ,72,163,0,0,0,0.778,35,45,85,26,0,0,0,35,179
德里克-迪基,27,430,0.5570 ,78,140,0,0,0,0.697,23,33,115,17,10,1,0,55,179
德胡安-布莱尔,42,376,0.5460 ,77,141,0,0,0,0.571,24,42,136,17,25,7,11,62,178
拉萨尔-汤普森,28,547,0.4360 ,71,163,0,0,0,0.8,36,45,148,28,16,25,37,79,178
比尔-温宁顿,70,572,0.4590 ,79,172,0.5,1,2,0.679,19,28,101,25,14,11,28,122,178
菲尔顿-斯宾塞,36,772,0.4430 ,70,158,0,0,1,0.644,38,59,189,9,8,42,43,133,178
谢尔曼-道格拉斯,17,524,0.4010 ,73,182,0.273,6,22,0.684,26,38,58,106,14,1,46,35,178
迈克-班图姆,29,564,0.4830 ,70,145,0,0,0,0.551,38,69,108,33,20,12,0,97,178
鲍比-菲尔斯,26,600,0.3990 ,71,178,0.333,12,36,0.6,24,40,69,48,24,3,35,48,178
林书豪,21,464,0.3790 ,58,153,0.2,10,50,0.836,51,61,49,53,10,2,37,47,177
查理-克里斯,25,432,0.4520 ,66,146,0,0,0,0.898,44,49,28,53,22,1,22,34,177
诺布勒-乔简森,19,0,0.3990 ,59,148,0,0,0,0.663,59,89,0,23,0,0,0,75,177
达内尔-沃克,34,508,0.3680 ,64,174,0,0,1,0.645,49,76,82,48,34,6,51,58,177
艾德-平克尼,30,560,0.6140 ,62,101,0,0,1,0.825,52,63,135,11,19,12,21,57,176
厄尔尼-贝克,24,517,0.4000 ,72,180,0,0,0,0.705,31,44,99,43,0,0,0,53,175
米切尔-威廉姆斯,16,353,0.4390 ,54,123,0.333,4,12,0.851,63,74,35,79,27,1,22,50,175
赫姆-沙埃弗,22,0,0.4380 ,64,146,0,0,0,0.87,47,54,0,47,0,0,0,34,175
迈克-格林,20,524,0.4420 ,76,172,0,0,0,0.742,23,31,117,22,18,51,26,80,175
卢克-里德诺,22,535,0.4060 ,67,165,0.297,11,37,0.906,29,32,53,72,17,10,32,37,174
安东尼-卡特,39,703,0.4300 ,77,179,0.148,4,27,0.696,16,23,97,126,32,6,52,67,174
鲍伯-布兰努姆,25,0,0.3840 ,68,177,0,0,0,0.567,38,67,0,47,0,0,0,116,174
维斯-马休斯,38,384,0.4820 ,68,141,0.111,1,9,0.8,36,45,18,66,14,2,43,43,173
雷吉-埃文斯,45,868,0.4440 ,52,117,0,0,2,0.552,69,125,327,15,31,12,47,119,173
斯科特-波拉德,60,667,0.4960 ,68,137,0,0,0,0.61,36,59,185,10,18,26,26,129,172
达里奥-萨里奇,10,329,0.4210 ,59,140,0.385,20,52,0.85,34,40,73,35,10,4,15,28,172
克里斯-米尔斯,19,524,0.4550 ,65,143,0.471,16,34,0.862,25,29,82,29,20,7,20,58,171
Muggsy-博格斯,19,638,0.4190 ,70,167,0.476,10,21,0.769,20,26,51,107,33,0,37,36,170
罗波特-派克,33,436,0.3830 ,59,154,0.286,6,21,0.73,46,63,35,62,23,7,51,65,170
厄尔-克雷顿,54,588,0.4500 ,76,169,0,0,3,0.472,17,36,173,22,19,8,26,83,169
杰纳-康利,33,482,0.3740 ,70,187,0,0,0,0.617,29,47,222,11,0,0,0,119,169
比利-欧文斯,11,415,0.4960 ,70,141,0,0,5,0.644,29,45,89,40,16,5,24,42,169
达伦-达耶,34,372,0.5380 ,64,119,0,0,0,0.719,41,57,52,28,12,4,30,46,169
迪恩-梅明格,45,779,0.4550 ,66,145,0,0,0,0.561,37,66,104,82,0,0,0,85,169
吉米-沃克,12,346,0.4640 ,70,151,0,0,0,0.8,28,35,19,26,0,0,0,29,168
格雷格-门罗,24,317,0.4960 ,60,121,0.333,1,3,0.77,47,61,106,19,15,8,28,30,168
米基-摩尔,25,507,0.5410 ,66,122,0,0,0,0.837,36,43,94,21,13,12,25,67,168
Art0Williams,39,527,0.4170 ,68,163,0,0,0,0.721,31,43,95,135,0,0,0,90,167
利纳斯-克雷扎,26,412,0.4610 ,59,128,0.344,21,61,0.718,28,39,83,14,6,1,7,37,167
德里克-安德森,24,461,0.3360 ,46,137,0.302,13,43,0.838,62,74,45,40,12,1,37,35,167
杰夫-库克,30,468,0.5090 ,55,108,0.5,1,2,0.757,56,74,111,31,12,10,23,71,167
查尔斯-杜德里,36,608,0.4750 ,56,118,0,0,0,0.655,55,84,91,124,34,3,0,80,167
约翰-蒙格尔特,19,290,0.5210 ,62,119,0,0,0,0.782,43,55,33,33,11,2,0,40,167
弗雷德-琼斯,33,664,0.3970 ,56,141,0.426,26,61,0.875,28,32,76,44,21,10,32,57,166
杰森-马克希尔,35,581,0.6260 ,67,107,0,0,1,0.5,32,64,114,20,20,32,19,74,166
迪克-施尼特凯,35,502,0.3330 ,45,135,0,0,0,0.731,76,104,83,25,0,0,0,83,166
斯图-朗姿,13,435,0.4530 ,58,128,0,0,0,0.831,49,59,50,24,0,0,0,41,165
杰奎-沃恩,75,764,0.3420 ,66,193,0.4,4,10,0.69,29,42,52,102,17,3,45,102,165
萨姆-鲍威,29,644,0.4030 ,64,159,0.5,2,4,0.673,35,52,160,38,14,41,30,97,165
Sonny0Hertzberg,18,0,0.2940 ,57,194,0,0,0,0.833,50,60,0,35,0,0,0,55,164
吉姆-布鲁尔,31,742,0.4690 ,68,145,0,0,0,0.519,28,54,204,49,24,24,0,59,164
科勒姆-哈斯金斯,28,322,0.4690 ,68,145,0,0,0,0.737,28,38,37,38,0,0,0,41,164
阿德里安-格里芬,48,632,0.4870 ,74,152,0.2,1,5,0.765,13,17,145,45,27,3,26,87,162
里基-卢比奥,11,349,0.3860 ,56,145,0.269,14,52,0.814,35,43,60,85,20,4,33,27,161
Billy0Ray0Bates,6,219,0.5450 ,66,121,0.375,3,8,0.806,25,31,17,25,10,2,26,24,160
基斯-博甘斯,36,678,0.3720 ,55,148,0.369,41,111,0.6,9,15,70,27,16,4,17,64,160
帕特-卡明斯,30,454,0.4210 ,67,159,0,0,0,0.839,26,31,112,22,6,4,22,59,160
托尼-坎贝尔,38,308,0.4740 ,55,116,0.444,4,9,0.742,46,62,37,15,8,1,21,59,160
杰罗姆-詹姆斯,17,369,0.4930 ,67,136,0,0,0,0.722,26,36,89,9,6,25,19,67,160
约翰-格林,20,359,0.5830 ,67,115,0,0,0,0.433,26,60,107,13,0,0,0,40,160
谢尔文-马克,30,391,0.3820 ,55,144,0.368,25,68,0.758,25,33,56,60,16,0,17,31,160
Charles0Davis,49,476,0.3980 ,64,161,0.091,1,11,0.857,30,35,89,19,9,2,38,70,159
梅森-普拉姆利,37,620,0.4500 ,58,129,0,0,1,0.544,43,79,199,72,20,26,42,104,159
汤姆-欧文斯,16,375,0.5280 ,67,127,0,0,0,0.676,25,37,82,33,11,10,0,62,159
约翰-麦卡锡,27,810,0.3890 ,63,162,0,0,0,0.733,33,45,96,132,0,0,0,78,159
安德烈-罗伯森,25,665,0.4740 ,64,135,0.352,19,54,0.268,11,41,134,23,35,36,18,60,158
迈克-伍德森,13,348,0.3990 ,59,148,0.231,3,13,0.902,37,41,30,34,10,4,23,35,158
鲍伯-哈里斯,21,0,0.4150 ,51,123,0,0,0,0.709,56,79,0,32,0,0,0,88,158
基翁-克拉克,28,448,0.4790 ,57,119,0,0,0,0.754,43,57,107,18,7,19,31,65,157
夸梅-布朗,18,466,0.5000 ,61,122,0,0,0,0.66,35,53,104,11,3,15,26,54,157
威利-琼斯,16,287,0.4180 ,66,158,0,0,0,0.862,25,29,37,43,0,0,0,43,157
格雷格-巴克纳,38,573,0.3770 ,60,159,0.259,15,58,0.786,22,28,100,23,16,6,14,78,157
格雷维斯-瓦斯奎兹,24,433,0.4400 ,59,134,0.365,19,52,0.8,20,25,52,73,11,3,23,48,157
瓦伊曼-提斯代尔,22,381,0.4560 ,67,147,0,0,1,0.59,23,39,57,22,2,5,13,61,157
约翰-道金斯,13,439,0.4280 ,59,138,0,0,9,0.83,39,47,25,98,19,2,30,24,157
Chick0Reiser,16,0,0.2570 ,49,191,0,0,0,0.795,58,73,0,20,0,0,0,72,156
唐-亚当斯,22,566,0.3820 ,63,165,0,0,0,0.682,30,44,116,45,0,0,0,74,156
考比-迪特里克,28,522,0.4450 ,73,164,0,0,0,0.5,10,20,114,39,20,11,0,82,156
鲍伯-拉沃伊,20,0,0.3450 ,50,145,0,0,0,0.753,55,73,121,30,0,0,0,74,155
迈克尔-库里,36,683,0.4800 ,61,127,0.333,8,24,0.774,24,31,41,36,15,5,14,86,154
康尼尔-迪尔金,20,352,0.3990 ,63,158,0,0,0,0.771,27,35,129,23,0,0,0,45,153
泰鲁斯-托马斯,21,385,0.4570 ,59,129,0,0,1,0.7,35,50,100,14,19,27,30,55,153
特里-泰勒,17,272,0.4550 ,61,134,0,0,1,0.775,31,40,55,8,8,10,11,26,153
罗伊-辛森,9,279,0.5700 ,57,100,0,0,0,0.639,39,61,53,6,7,19,10,36,153
赫伯-威廉姆斯,57,538,0.4690 ,61,130,0,0,0,0.738,31,42,78,17,10,25,25,83,153
史蒂夫-柯尔特,24,407,0.4720 ,68,144,0.231,3,13,0.619,13,21,47,77,14,4,21,49,152
拉尔斐-卡普洛维茨,23,0,0.2830 ,54,191,0,0,0,0.786,44,56,0,13,0,0,0,47,152
拉素尔-巴特勒,43,483,0.4070 ,55,135,0.417,30,72,0.857,12,14,52,12,4,6,10,52,152
欧米尔-阿西克,37,724,0.4860 ,53,109,0,0,0,0.548,46,84,204,22,14,32,43,96,152
艾德-萨多夫斯基,8,0,0.3380 ,47,139,0,0,0,0.682,58,85,0,14,0,0,0,33,152
迪昂-维特斯,18,490,0.4170 ,55,132,0.375,21,56,0.667,20,30,47,42,10,3,20,42,151
厄尔-塔图姆,11,356,0.5000 ,67,134,0,0,0,0.667,16,24,54,27,15,9,0,34,150
厄尔尼-格雷格里奥,15,457,0.4530 ,67,148,0,0,0,0.941,16,17,29,97,6,2,0,43,150
西德尼-格林,43,506,0.4300 ,58,135,0,0,0,0.654,34,52,149,18,5,7,28,80,150
达雷尔-亚瑟,28,376,0.4640 ,64,138,0.333,1,3,0.808,21,26,67,13,9,16,19,66,150
迈克-詹姆斯,33,394,0.4250 ,54,127,0.286,8,28,0.81,34,42,40,41,13,2,26,40,150
迪克-法利,22,370,0.4140 ,58,140,0,0,0,0.596,34,57,40,51,0,0,0,66,150
拉里-斯普里格斯,30,297,0.5190 ,55,106,0,0,2,0.765,39,51,68,40,5,6,33,50,149
维恩-海托,22,482,0.3180 ,56,176,0,0,0,0.673,37,55,107,26,0,0,0,67,149
尼克-杨,35,422,0.3570 ,46,129,0.378,31,82,0.833,25,30,26,8,6,4,10,39,148
约翰-舒马特,12,440,0.5630 ,63,112,0,0,0,0.537,22,41,90,30,13,17,0,38,148
肯尼思-法里德,18,388,0.5810 ,61,105,1,1,1,0.758,25,33,133,7,12,9,19,48,148
迪克-舒尔兹,25,0,0.2030 ,40,197,0,0,0,0.708,68,96,0,36,0,0,0,78,148
乔尔-安东尼,66,1150,0.4810 ,50,104,0,0,0,0.746,47,63,205,15,17,72,27,128,147
拉里-克里斯科维亚克,20,527,0.4100 ,50,122,0,0,2,0.887,47,53,109,30,10,3,24,53,147
杰拉米-格兰特,16,418,0.5380 ,57,106,0.382,13,34,0.645,20,31,67,14,8,15,13,35,147
鲁本-帕特森,22,367,0.4770 ,53,111,0,0,7,0.719,41,57,54,17,11,4,25,29,147
Monk0Meineke,25,508,0.3510 ,40,114,0,0,0,0.75,66,88,100,26,0,0,0,73,146
Paul0Hoffman,13,0,0.2900 ,49,169,0,0,0,0.649,48,74,0,18,0,0,0,49,146
哈桑-怀特塞德,15,365,0.6290 ,56,89,0,0,0,0.596,34,57,139,4,8,34,25,50,146
卢-希区,37,535,0.3600 ,45,125,0,0,0,0.585,55,94,167,32,0,0,0,64,145
贝诺特-本杰明,18,432,0.5050 ,50,99,0,0,1,0.776,45,58,100,7,10,34,24,53,145
唐-福特,20,481,0.4430 ,58,131,0,0,0,0.718,28,39,85,44,21,6,0,50,144
比利-麦吉尼,19,334,0.5000 ,59,118,0,0,0,0.703,26,37,29,60,10,0,27,31,144
路易斯-奥尔,22,393,0.3920 ,56,143,0,0,0,0.842,32,38,83,13,14,6,24,46,144
乔治-麦克劳德,14,342,0.4540 ,49,108,0.441,26,59,0.655,19,29,46,30,12,3,18,49,143
保罗-沃尔瑟,23,0,0.3770 ,40,106,0,0,0,0.724,63,87,0,35,0,0,0,59,143
肯-诺曼,13,390,0.4280 ,59,138,0.222,4,18,0.457,21,46,99,30,8,4,10,39,143
里德-霍兹曼,28,0,0.3860 ,56,145,0,0,0,0.596,31,52,0,36,0,0,0,27,143
吉姆-戴维斯,33,382,0.4300 ,49,114,0,0,0,0.698,44,63,92,16,0,0,0,62,142
卡尔-埃雷拉,41,502,0.4510 ,55,122,0,0,2,0.711,27,38,98,13,10,6,22,84,137
斯彼迪-克莱斯克顿,30,378,0.4270 ,50,117,0,0,1,0.74,37,50,46,59,21,5,27,46,137
肯特-本森,29,432,0.4830 ,56,116,0,0,0,0.694,25,36,94,14,18,14,17,72,137
蒂姆-佩里,23,302,0.5760 ,53,92,0,0,0,0.596,31,52,62,13,8,13,20,44,137
